Price,Close,High,Low,Open,Volume,r,log-r
Ticker,JPM,JPM,JPM,JPM,JPM,,
Date,,,,,,,
2019-02-06,85.56387329101562,86.28969387939969,85.34118234218148,85.53913055144073,8745000,0.9995184676952249,-0.00048164827868698955
2019-02-07,84.44215393066406,85.36592270256143,83.66685417739835,85.15972482163737,13177500,0.986890269021174,-0.013196421999535479
2019-02-08,83.60086822509766,84.40916038360012,82.52863674159538,84.19471912102755,12892600,0.990037135880532,-0.010012825566584694
2019-02-11,83.20496368408203,84.13698209999316,83.1142361162914,83.93078422640711,10978500,0.995264348930568,-0.004746899792359256
2019-02-12,84.62362670898438,84.88755979986668,84.03802536023495,84.08751084831874,12852300,1.0170502210696084,0.016906497429895147
2019-02-13,85.02774810791016,85.65459137589393,84.87104201040877,84.87104201040877,10754100,1.0047755150026307,0.004764148404070571
2019-02-14,84.47512817382812,85.03598654099206,83.59260168503505,84.51637025820462,11518500,0.9935007106929294,-0.006520501647864657
2019-02-15,87.05674743652344,87.180461130372,85.49789196743241,85.69584017025002,14716900,1.0305607025227947,0.030103025506549204
2019-02-19,86.75157165527344,86.90828405651422,85.62160501624325,86.52888071536377,12764900,0.9964945189174162,-0.0035116396781664154
2019-02-20,87.17221069335938,87.26293825661476,86.50412533732796,86.77630802709412,10030300,1.0048487771467407,0.0048370596884620065
2019-02-21,86.99075317382812,87.41964194887944,86.5701077823664,86.97425382133044,8400100,0.9979184017694636,-0.002083767767392023
2019-02-22,86.60311126708984,87.502131020719,86.42165612237129,87.18046282513976,10647300,0.9955438722784284,-0.004466085852855318
2019-02-25,87.51039123535156,88.47539593828775,87.1722299371064,87.22171542156647,11230700,1.0104762976178028,0.010421801493221763
2019-02-26,86.84228515625,86.99074785635794,85.72881805176984,86.19069921092395,15465400,0.9923654086141067,-0.007663884065711435
2019-02-27,86.73506927490234,86.9165181025716,86.19895359011169,86.75156233463257,9968800,0.99876539543893,-0.0012353673131439184
2019-02-28,86.07524108886719,86.77631260244752,85.92677836777233,86.61135682019088,15156900,0.9923926020749017,-0.00763648177218226
2019-03-01,86.13298797607422,87.35368232611525,85.94328313724128,86.68559684384321,13813300,1.0006708884747404,0.0006706635296707049
2019-03-04,85.93501281738281,87.36189832977824,85.17619999254521,86.53710697932492,12466300,0.9977015175794621,-0.0023011279858910346
2019-03-05,85.86904907226562,86.23195936917782,85.16797751086177,85.88554213455248,10856600,0.9992323996592941,-0.0007678950966935968
2019-03-06,85.54735565185547,86.24842700659295,85.40714263943964,85.66282593180478,9070800,0.996253674357807,-0.003753360695999696
2019-03-07,84.92877960205078,85.34117534156339,84.26070051769143,85.1597202093523,12705700,0.9927691973049166,-0.007257071655938561
2019-03-08,84.96177673339844,85.1432318756839,84.120485854195,84.120485854195,10582400,1.0003885270870754,0.00038845162997079867
2019-03-11,86.0669937133789,86.23195579270636,85.49789184451396,85.76182487877797,9763200,1.0130084023954504,0.012924519798237845
2019-03-12,85.8113021850586,86.42989576514755,85.57211191230508,86.26493370152824,10219100,0.9970291569707684,-0.0029752647430336798
2019-03-13,86.09996795654297,86.58659812202339,85.73705775128019,85.93501220469184,13022200,1.0033639598063884,0.0033583143507798846
2019-03-14,86.88353729248047,87.32068209194567,86.15772300690394,86.19071542342924,10926500,1.0091006925383874,0.009059530781230559
2019-03-15,87.88150787353516,88.08770568056582,86.79278370411951,86.9412463768879,24811700,1.011486302378495,0.01142083564419829
2019-03-18,88.40938568115234,88.90425922624505,87.84027764333354,87.88151972736566,12935500,1.006006699479677,0.005988731177914716
2019-03-19,88.08773803710938,89.40740322831589,87.88154015433774,89.24244114650257,12889300,0.9963618382645143,-0.003644795941657092
2019-03-20,86.20719146728516,87.96400111765219,86.11647020557481,87.78254600891393,14920700,0.9786514376265175,-0.021579739045241075
2019-03-21,84.84630584716797,85.35767256177992,84.35967557864704,85.35767256177992,19751000,0.9842137808116203,-0.015912148604372824
2019-03-22,82.28120422363281,84.39266851212598,82.08324972709161,83.98027274998842,31115200,0.9697676687520653,-0.03069875292387458
2019-03-25,81.59662628173828,82.94928388698062,80.90379812463416,82.14098541913582,21032300,0.9916800203843164,-0.008354783827417092
2019-03-26,82.41315460205078,82.8090572400551,81.50588532692046,82.33067672115875,15987100,1.0100068882442905,0.009957150873763693
2019-03-27,82.13272094726562,82.85028536654204,81.72032528831289,82.38015456704225,12753200,0.9965972221772205,-0.0034085804383155575
2019-03-28,83.06474304199219,83.13897754187566,82.26469435883669,82.47914188969445,12454100,1.0113477562167335,0.01128385341237407
2019-03-29,83.49365234375,84.12048939830565,82.96577995637965,83.74933571356453,14523400,1.0051635541873762,0.005150268755194358
2019-04-01,86.3061752319336,86.3391676444439,84.22770358505886,84.25244632127678,17499300,1.0336854696043745,0.03313054180817598
2019-04-02,86.71858978271484,86.96602978395104,86.05051058910199,86.27320155608606,10295400,1.0047785057056804,0.004767124888423653
2019-04-03,86.89177703857422,87.72481815581145,86.42989584533028,87.27118034626164,11499200,1.0019971179915785,0.0019951264026269776
2019-04-04,87.73120880126953,87.87250109509799,86.80868419376151,86.89179954571158,11952100,1.0096606582498902,0.009614292467791842
2019-04-05,87.5234146118164,88.18829924207917,87.25746202787326,87.93065945973699,9933700,0.9976314678403232,-0.002371341568966718
2019-04-08,87.8060073852539,87.8060073852539,87.19099312162133,87.3572111363942,8056300,1.003228767692518,0.003223566414916059
2019-04-09,87.15773010253906,87.43198913572705,86.6424442187386,87.33226088395305,9092200,0.9926169370180962,-0.007410452687957194
2019-04-10,87.5483627319336,87.86418584259387,86.82530738028703,87.37383191116336,10882300,1.0044819045761628,0.004471890751370848
2019-04-11,88.28803253173828,88.70358383429775,87.73118896729326,87.85585562622303,11183800,1.0084486994013755,0.008413208899532688
2019-04-12,92.42693328857422,92.95883852532215,90.49046241748313,90.95588425524552,25834100,1.0468795219255573,0.04581385547324405
2019-04-15,91.3714370727539,92.25240394624421,90.68993308101768,92.1859142053893,15163800,0.9885802094880195,-0.011485497035106125
2019-04-16,92.33549499511719,92.57651550323621,91.30492957552615,91.33817443948837,11583200,1.0105509769053502,0.010495703798769877
2019-04-17,94.99504852294922,95.29424602544755,92.26071966672387,92.83417626250326,17791900,1.0288031544962495,0.028396140686495253
2019-04-18,94.29690551757812,95.53524668552281,94.18886445621717,95.18618509576282,12501900,0.9926507432100271,-0.0073763956262612885
2019-04-22,94.41325378417969,94.68751916308027,93.63202165447599,93.77330757422128,7975900,1.001233850315267,0.001233089747520214
2019-04-23,94.52961730957031,95.05321605753896,93.7899364295866,93.91460310009391,9193100,1.0012324914217725,0.00123173252770975
2019-04-24,94.37171936035156,94.87037973987252,93.75669876282534,94.13069880307411,9245700,0.9983296457373602,-0.0016717508597458236
2019-04-25,94.42158508300781,94.87038133436283,93.4990605120243,93.92292469510585,9311800,1.0005283968862095,0.0005282573337320911
2019-04-26,95.13631439208984,95.22773618415876,94.41325285685645,94.70413749488958,7889300,1.0075695542333218,0.007541048915667065
2019-04-29,96.50764465332031,97.37199219397515,95.11969837065533,95.24436503974394,14242200,1.014414372366568,0.01431147294289127
2019-04-30,96.44945526123047,97.00629245831333,95.79288347359766,96.76527195342462,11389100,0.9993970488835483,-0.0006031329645768091
2019-05-01,95.70979309082031,97.23901906500566,95.6682354181435,96.17520858890965,10412900,0.9923310902233009,-0.007698467077098146
2019-05-02,95.91755676269531,96.22506067508279,95.22774006382048,95.71808756779501,8613300,1.0021707671197015,0.0021684144089338013
2019-05-03,96.50764465332031,96.9730601210536,96.13364464605446,96.40791004988738,8185400,1.0061520321257234,0.006133185632741045
2019-05-06,95.651611328125,95.96743442752677,94.5130046321449,94.895311131748,9387000,0.9911298910229298,-0.00890968258229782
2019-05-07,94.08914184570312,94.77064584909226,93.3245288352296,94.77064584909226,15017700,0.9836649956992156,-0.01646989142184847
2019-05-08,93.59048461914062,94.47145153740894,93.46581793390372,93.63204229448992,9575800,0.9947001618169687,-0.005313932144613692
2019-05-09,93.5156478881836,93.6984914475867,91.903313395138,92.3687287530305,12205900,0.9992003809867896,-0.0007999388790187164
2019-05-10,93.50735473632812,93.78161377365537,91.87008160969322,92.87571498871866,13189000,0.9999113180302682,-8.868590221014699e-05
2019-05-13,90.96417236328125,91.79527492060976,90.57355948761666,91.48777103251616,13783700,0.9728023279001087,-0.02757437478367676
2019-05-14,91.68726348876953,92.85080871305365,91.0057594252449,91.04731710285951,10503600,1.0079491860004013,0.007917757664626521
2019-05-15,91.33817291259766,92.16927547533137,90.26604984577403,90.7647101152524,10142000,0.9961925946648562,-0.003814671953341523
2019-05-16,92.51004791259766,93.22479680679834,91.91165289970303,91.93659130924945,9672700,1.0128300683343139,0.012748460290854758
2019-05-17,92.06123352050781,92.87571687004029,91.28000137715473,91.42128729936852,9570100,0.9951484795196098,-0.004863327308734652
2019-05-20,92.54327392578125,92.92558036370954,91.72879692261525,91.90332770900795,8518200,1.0052360845802273,0.005222423954075089
2019-05-21,92.8591079711914,93.01701317330799,92.43524381643549,92.61808742596982,7967900,1.0034128255032717,0.003407015030646934
2019-05-22,92.10281372070312,92.90898446592328,92.04463677727544,92.58485487528176,7918900,0.9918554650479422,-0.008177882869131346
2019-05-23,90.2909927368164,91.24676206674843,89.3435362089353,91.1220953992251,14558000,0.9803282775987607,-0.019867786268243478
2019-05-24,91.1802749633789,91.38805063497739,90.7481043564106,91.02236342390476,8537300,1.0098490690998891,0.0098008831516534
2019-05-28,90.19126892089844,91.28001785061167,90.12478551897046,90.75641905255686,11665500,0.9891532895368249,-0.010905964893766142
2019-05-29,89.9419174194336,90.09151612947774,88.97783543452485,89.3019649161523,9966400,0.9972353033231682,-0.0027685255093578675
2019-05-30,88.97785186767578,90.73979185129295,88.54568125929212,90.29930844059123,10367800,0.989281243057539,-0.01077661664515399
2019-05-31,88.06362915039062,88.58722149627708,87.13279197244965,87.73118684821102,10952800,0.9897252777169228,-0.010327871618622812
2019-06-03,88.47918701171875,88.8116293385793,87.51511123871418,87.93066256208736,11680700,1.0047188364292647,0.0047077376225815445
2019-06-04,91.20523071289062,91.33821022083366,89.0360516308625,89.63444673498225,12858600,1.0308099994274453,0.03034490039652423
2019-06-05,91.52934265136719,91.73711833677093,90.29100134178785,91.30494770108785,8340500,1.0035536551570912,0.003547355843916777
2019-06-06,91.7287826538086,92.14433389223895,90.53199305807037,91.54593909436984,8726700,1.002178973394369,0.002176602874750447
2019-06-07,90.7231674194336,91.43790985781246,90.5569430865932,91.17195726607778,10618900,0.9890370807800833,-0.011023454856935486
2019-06-10,91.70384979248047,92.42691127371606,91.60412154735079,92.04460487216443,11380600,1.0108096134751663,0.010751607245644548
2019-06-11,91.9864501953125,92.72613111602104,91.72881037867329,92.10280406997605,9847700,1.0030816634576578,0.0030769248654929503
2019-06-12,90.8145980834961,92.1692996745494,90.49878130943037,92.00307531387455,9670500,0.9872606007805689,-0.012821241186960573
2019-06-13,91.03899383544922,91.55427981091283,90.63175527304043,90.9725040952325,8406900,1.0024709215994858,0.002467873892108667
2019-06-14,91.27169036865234,91.67062242011566,90.28267621210713,91.06391471161746,9077400,1.0025560095009807,0.002552748464341211
2019-06-17,90.77302551269531,91.72879475533891,90.6400460552658,91.17195120336477,8128600,0.9945364783544285,-0.005478501265857678
2019-06-18,92.01136779785156,92.59314342052109,90.57356385519365,90.59849591858628,11057300,1.013642183657116,0.013549966815782535
2019-06-19,91.34648132324219,92.74272747434973,91.1719442135447,92.10278132175877,13126500,0.9927738659850147,-0.007252368982715904
2019-06-20,91.5792007446289,92.32718803829387,90.61511865112584,92.1526572470514,13638000,1.002547656111276,0.002544416336832865
2019-06-21,90.95587921142578,92.80923463459139,90.66498820115125,91.57920622062511,27089500,0.9931936342735588,-0.006829634678412726
2019-06-24,90.30762481689453,91.23014300477683,90.20789020756186,90.82290444642025,13039600,0.9928728697897099,-0.0071526495280984145
2019-06-25,89.55963897705078,90.57358540162122,89.48483642826862,90.32425202676218,18660100,0.9917173567419103,-0.008317134934634486
2019-06-26,90.15800476074219,90.84781503792709,89.89205220620114,90.00840605251229,10324600,1.0066811991487006,0.0066589788548981005
2019-06-27,90.45719909667969,91.04728749099456,90.12476314712842,90.45719909667969,10906600,1.0033185554264592,0.003313061173366665
2019-06-28,92.91728210449219,93.44087450988589,92.16928842477958,92.28564229264485,21634700,1.0271960997287035,0.026832856953266496
2019-07-01,94.4797592163086,95.17788247047324,93.98109884321804,94.10576552169334,12724500,1.0168157857873983,0.01667596574053312
2019-07-02,94.5794906616211,94.9119266720142,94.09744956941645,94.33847011551877,10174900,1.0010555853035588,0.0010550285651476931
2019-07-03,94.4288101196289,95.30764843790288,93.96009975558934,94.86404025970853,6849400,0.9984068370326578,-0.0015944334009803437
2019-07-05,94.98960876464844,95.64245729999911,94.51252665145363,95.00635207287341,7929400,1.0059388511229683,0.005921285658115141
2019-07-08,94.47067260742188,94.98123490518522,94.16098529028166,94.54599833051786,6917200,0.9945369165746086,-0.0054780606383964085
2019-07-09,94.8724365234375,94.98961414484499,93.86805508688708,93.97686105370792,8947300,1.004252789833361,0.004243772280143223
2019-07-10,94.59622955322266,95.27419309045607,94.36187431001169,94.88917999293783,9242300,0.9970886489233719,-0.002915597302679585
2019-07-11,95.50015258789062,95.71777085270436,94.67990944356939,94.88915605589418,11595200,1.0095555926376474,0.009510226732097204
2019-07-12,96.50456237792969,96.54640787860936,95.35788837952475,95.52528315364604,10783400,1.0105173631959874,0.010462440490747103
2019-07-15,95.332763671875,96.73052959496285,95.0230763678776,96.7054210216631,12946600,0.9878575823030449,-0.012216739091067557
2019-07-16,96.35389709472656,96.6719496953047,94.51252279291931,94.98123961856705,16945000,1.010711253754965,0.01065429465107932
2019-07-17,95.4081039428711,96.20324507093471,95.19049201728423,95.77638010263536,13120900,0.9901841733404343,-0.009864319478413795
2019-07-18,95.97726440429688,96.31206036509248,95.03984337691136,95.35789602753118,9397200,1.0059655358182842,0.005947812460771
2019-07-19,95.0314712524414,96.3539117789162,94.914293624597,96.16140202705648,10402800,0.990145654205444,-0.009903221215346075
2019-07-22,95.6424560546875,95.79311389824532,94.3869761536059,94.50416015255176,9061100,1.0064292890996402,0.006408709382014485
2019-07-23,97.39175415039062,97.46707987373459,96.10279411455616,96.15301126345214,12752200,1.0182899746395355,0.018124724953593654
2019-07-24,97.78516387939453,97.8270093856206,96.68870689075618,96.73893043821047,10011000,1.0040394562397594,0.004031319540935361
2019-07-25,96.84770202636719,98.12829028192387,96.52127781948803,97.83534629955794,10138400,0.9904130461530587,-0.009633204528447655
2019-07-26,97.27458190917969,97.51730878506082,96.69705912223147,96.89793411459138,12800400,1.0044077440546424,0.004398058401640079
2019-07-29,96.96489715576172,98.07809087577719,96.91468000275987,97.47545949695073,8500400,0.9968163856647865,-0.0031886928168135408
2019-07-30,96.74727630615234,97.1574043305542,96.05258229365504,96.4124867806745,7121100,0.9977556738985677,-0.002246848375834624
2019-07-31,97.09044647216797,97.24110431694938,96.13628225045274,97.17414385577963,13648000,1.003547078317013,0.0035408022714244407
2019-08-01,94.52928924560547,97.76005873645474,94.24471041903048,96.52968714464136,15664500,0.9736209141102602,-0.02673325632521942
2019-08-02,94.52088928222656,94.93938254808505,93.24030091041165,94.07728744212864,11025500,0.9999111390401224,-8.886490824659106e-05
2019-08-05,91.7086181640625,92.88877229218583,90.6205330694396,92.72974280055767,15855300,0.9702470941659573,-0.030204503670914783
2019-08-06,92.42845153808594,92.48704035799776,90.67914582522913,92.11039885652218,10203500,1.0078491355385564,0.007818491323487109
2019-08-07,90.41966247558594,90.62890912812989,88.6703635254549,90.39455389899283,17320900,0.9782665507311646,-0.021973099321558796
2019-08-08,91.95134735107422,92.13548542271216,90.99718314867845,91.27339025613536,10903300,1.0169397322833609,0.016797855018781886
2019-08-09,91.85092163085938,92.4451814407314,90.63729343101822,91.52449731819308,9980800,0.9989078385134323,-0.0010927583295295316
2019-08-12,90.126708984375,90.82140933051132,89.7333242971484,90.76282052937334,9393700,0.9812281399481888,-0.01895028789347943
2019-08-13,91.51609802246094,92.34471922961,89.58266131051319,90.35268733419713,12124700,1.0154159522048765,0.015298333674520184
2019-08-14,87.71620178222656,89.48224409051555,87.4232513518165,88.97168173300823,19491800,0.9584783844335042,-0.042408268202468825
2019-08-15,88.05097961425781,89.03862396625307,87.3311706940392,87.7329270345544,13365600,1.003816602009996,0.003809337263109217
2019-08-16,90.16021728515625,90.37783563672974,88.61179301376933,89.03028640526323,11830600,1.0239547325894476,0.023672319184564288
2019-08-19,90.97207641601562,91.85928017657461,90.74608645598956,91.75883948481845,8265400,1.009004627044006,0.00896432713301483
2019-08-20,89.81702423095703,90.76282311502887,89.75843542814997,90.26899773219745,8374000,0.9873032228067815,-0.0127780701071402
2019-08-21,90.06812286376953,90.75445157711196,89.93420195106829,90.57031351499805,8189300,1.0027956685824595,0.0027917679692380857
2019-08-22,90.99717712402344,91.4575158869397,90.33595699496503,90.70423311385845,9343400,1.010315017463605,0.010262180701765981
2019-08-23,88.73731231689453,91.04739701141236,87.97565786755501,90.394548516064,14762300,0.9751655504208789,-0.02514802709441529
2019-08-26,89.44876861572266,89.54920293027745,88.7289595614726,89.2395219461314,8209500,1.0080175551890438,0.007985585359669124
2019-08-27,88.50294494628906,90.02626002144929,87.74965586830876,89.85049363420386,14331800,0.9894260850756156,-0.010630215996330412
2019-08-28,89.39016723632812,89.73332840564802,87.91706910151166,87.95054933022348,10585500,1.0100247770351314,0.009974862270222274
2019-08-29,91.4156723022461,91.97645175995406,90.4112846076446,90.51172529281494,10002200,1.0226591484112897,0.022406243191190035
2019-08-30,91.95134735107422,92.53723541019411,91.62492309160729,91.93460404327027,10170300,1.0058597725678484,0.005842670876069455
2019-09-03,90.86328125,91.22318581471487,89.82541944842545,91.21482054476266,9868800,0.9881669368375872,-0.011903631096634209
2019-09-04,91.95972442626953,92.25266847309938,90.86326758570452,91.60818518437242,6929200,1.0120669555532866,0.01199473029061035
2019-09-05,94.05218505859375,95.1821156736459,93.0729058988944,93.11475778251521,13224700,1.0227540985510661,0.022499085202441954
2019-09-06,94.25306701660156,94.56275437545872,93.70902441783147,94.29491890331518,7836600,1.0021358563640246,0.002133578665468746
2019-09-09,96.58824157714844,97.1406493362898,95.08166335094451,95.17373237508477,13985100,1.0247755816809183,0.02447364391693815
2019-09-10,97.81863403320312,98.15342359131208,96.86446974404932,97.34155188862623,14333100,1.0127385325166307,0.01265807992288595
2019-09-11,98.08645629882812,98.09482156666299,96.57150629393303,97.83535777836798,9919200,1.0027379473069935,0.0027342059567895113
2019-09-12,98.68907928466797,99.1577896717667,97.02347158564197,97.55077715682813,12283500,1.006143794042308,0.006124997886875499
2019-09-13,100.63090515136719,100.7731913456398,99.39216213151431,99.6014087886333,16257200,1.0196761980228637,0.019485123978574354
2019-09-16,99.73534393310547,100.32960375775994,99.08248890583091,99.51772559068061,11993900,0.9911005350005088,-0.008939301764848744
2019-09-17,99.24151611328125,99.27499634869551,98.12832223213907,99.11596682690322,10735400,0.9950486176680211,-0.00496368103934118
2019-09-18,100.23751831054688,100.50535377060994,98.55517343462199,99.0322555474125,10665600,1.0100361445116248,0.009986116858014465
2019-09-19,99.91944122314453,100.72294745787508,99.67671438363739,100.18727663472139,9382600,0.9968267661374366,-0.0031782792454170474
2019-09-20,99.51770782470703,100.72296418409981,99.49259924846774,100.22077350221106,21862800,0.9959794270912672,-0.004028677141723469
2019-09-23,99.50094604492188,99.70182738894559,98.49656486760246,98.58026223476244,9135100,0.9998315698768436,-0.00016844430910248055
2019-09-24,98.20364379882812,99.81902826608506,97.96091690745051,99.39216329257951,11696500,0.9869619104374339,-0.01312383154211741
2019-09-25,98.76441955566406,99.06573524482556,98.02787364088098,98.15341652328074,9389400,1.0057103355348473,0.005694093371687139
2019-09-26,97.95252227783203,98.80625202459666,97.88556182990935,98.66395947633603,9899200,0.9917794557849404,-0.00825451921208004
2019-09-27,98.53004455566406,99.30007054646714,98.16176847932357,98.73091951289535,10207800,1.0058959408538144,0.005878627812320285
2019-09-30,98.50494384765625,99.40888442020652,98.11155916847127,99.06572327361343,9755000,0.9997452481816992,-0.0002547842730573331
2019-10-01,96.71379852294922,99.60139956963746,96.59662091666452,99.09920891617436,11250300,0.9818166961500212,-0.01835065184987535
2019-10-02,94.7887191772461,96.16974815100825,94.52088375817769,96.09441604699208,12548700,0.9800950911338021,-0.020105680255611238
2019-10-03,94.65374755859375,95.26120644355015,93.2447779194318,94.72123798381276,12735200,0.9985760793074969,-0.0014249354309581249
2019-10-04,96.70391845703125,96.9738994695337,94.72123835615612,94.78029650148932,9453100,1.0216596907287625,0.02142845269880554
2019-10-07,96.49298858642578,97.44635755956774,96.2398785894513,96.34112387561201,6771600,0.9978188074074869,-0.002183574857825994
2019-10-08,94.34158325195312,95.3877589094055,94.20659595914734,95.3877589094055,10806300,0.9777040242406244,-0.022548288450932395
2019-10-09,95.02494812011719,95.47210991286687,94.5524830552994,95.05869654429756,7273700,1.0072435170643579,0.0072174087959414115
2019-10-10,96.35797882080078,97.3619734882109,95.33711316026812,95.45522942268654,10994100,1.0140282181369735,0.013930733319234091
2019-10-11,97.98632049560547,99.54714832713866,97.75852664560308,97.89351392493847,15076500,1.0168988774435894,0.01675767991385315
2019-10-14,98.24784088134766,98.60219608895558,97.58133047596047,97.74162743214764,8779000,1.0026689479145603,0.0026653925976404536
2019-10-15,101.209228515625,102.58444330188765,99.44591642348801,100.27273046391656,23379000,1.0301420123609002,0.02969666881605534
2019-10-16,100.9729995727539,101.7660716472231,100.71988954651958,101.20923216424974,11087700,0.9976659347538192,-0.0023367934224552524
2019-10-17,101.53824615478516,102.567550565483,101.14171021589135,101.8757239604514,10818500,1.0055979973302067,0.005582386774621118
2019-10-18,101.7154312133789,102.10352847766555,101.1248498192154,101.2429660980481,10417400,1.0017450080664545,0.0017434873087777537
2019-10-21,104.23809814453125,104.423704886705,102.92193489180046,102.97256076408055,12714600,1.0248012214180195,0.024498663459571347
2019-10-22,105.28424072265625,105.54578297237956,103.87527776139582,104.15369100532381,12549100,1.0100360865820333,0.009986059504034072
2019-10-23,105.56267547607422,105.58798518942204,104.761164744549,104.78647445789682,8828300,1.002644600478731,0.0026411096760495176
2019-10-24,105.48674011230469,106.01826984110231,104.67679709926368,105.70610168985378,8020500,0.9992806608640121,-0.0007195979845248543
2019-10-25,106.33043670654297,106.85352774392979,105.25051263683936,105.46143550785507,9055700,1.0079981293700047,0.007966313863729367
2019-10-28,106.73541259765625,107.32599406810216,106.642606018464,106.7860320274501,9522200,1.003808654451697,0.0038014198908075227
2019-10-29,106.66791534423828,107.5031681170663,106.25450831643424,106.35574717565264,9797300,0.9993676208132309,-0.000632579222823861
2019-10-30,106.07732391357422,106.52447933140769,105.39392949375556,106.34730490755979,8513700,0.9944632701524342,-0.0055521143490994615
2019-10-31,105.39393615722656,106.07733062025244,104.49962526501733,105.87484003431993,11589100,0.9935576452050728,-0.006463196323146861
2019-11-01,107.82376098632812,107.98405797153788,106.32198492230764,106.47384962824884,11682600,1.0230546928760376,0.02279294876231542
2019-11-04,108.68433380126953,109.19054092390884,108.4649657951208,108.90368893370896,9159900,1.0079812910166481,0.00794960897757166
2019-11-05,108.9205551147461,109.93298212914715,108.70118713125878,109.16521993435741,13747600,1.0021734624045127,0.002171103851966007
2019-11-06,109.08930969238281,109.54489742194512,108.48185080382629,108.57465738051437,11231100,1.00154933637144,0.001548137388103357
2019-11-07,109.6799087524414,110.76826525947456,109.61241187913289,110.04268996354837,13528900,1.0054139040912808,0.005399301593165966
2019-11-08,110.0005111694336,110.01737573178465,109.04713557441767,109.5786653838459,9293400,1.0029230733380332,0.002918809466215948
2019-11-11,109.61238861083984,109.76425976197316,109.13149119195496,109.3424140486277,8679000,0.9964716295000128,-0.0035346098800663863
2019-11-12,108.97119903564453,110.20298143678062,108.84463758432068,109.36773507711308,9099000,0.9941503913624969,-0.0058667846126845904
2019-11-13,108.39747619628906,108.68434107940836,107.50316530006631,108.10219190673615,8023300,0.9947350965720052,-0.005278811871267029
2019-11-14,108.49871826171875,108.70119595681355,107.64658171583149,107.7562657164805,8483400,1.0009339891386988,0.0009335532422371211
2019-11-15,109.28335571289062,109.28335571289062,108.32998022667515,109.0302456956809,10163600,1.0072317670083364,0.007205743171533377
2019-11-18,110.20294189453125,110.2282516009724,108.82773397430597,109.30863127039403,8749300,1.0084146956839115,0.008379489493895139
2019-11-19,110.16921997070312,110.73449164032681,109.83173570052651,110.51513651999343,8824500,0.9996940016006071,-0.00030604522645606724
2019-11-20,109.36772155761719,110.20296781403572,108.78557242513806,109.93299325726393,11782800,0.9927248426257436,-0.007301750389078453
2019-11-21,109.62081146240234,110.28733484143976,109.1652237956052,109.6798760365713,7705500,1.0023141188385443,0.002311445389203409
